name,pid,memory_usage,status
SidecarRelay,51202,6717440,running
pkd,51205,12353536,running
com.apple.accessibility.mediaaccessibilityd,51206,2359296,running
UniversalControl,51207,17416192,running
Keychain Circle Notification,51208,14467072,running
StatusKitAgent,51209,7553024,running
AssetCacheLocatorService,51212,5980160,running
ContextStoreAgent,51217,14958592,running
ScreenTimeAgent,51218,16171008,running
secinitd,51219,3407872,running
sociallayerd,51226,15859712,running
ImageIOXPCService,51227,4833280,running
triald,51229,8814592,running
networkserviceproxy,51230,14254080,running
com.apple.WebKit.WebContent,51231,243695616,running
com.apple.geod,51233,11730944,running
neagent,51234,10665984,running
ctkd,51246,7290880,running
BTLEServerAgent,51255,4079616,running
assistantd,51256,24264704,running
SiriNCService,51257,14860288,running
com.apple.siri.embeddedspeech,51258,8536064,running
homed,51259,18153472,running
siriknowledged,51260,8962048,running
assistant_service,51266,20725760,running
csnameddatad,51268,2228224,running
com.apple.quicklook.ThumbnailsAgent,51274,14827520,running
CoreServicesUIAgent,51275,14909440,running
ScopedBookmarkAgent,51286,3391488,running
com.apple.WebKit.WebContent,51346,358957056,running
ReportCrash,51347,3751936,running
CategoriesService,51353,11010048,running
UsageTrackingAgent,51356,8929280,running
QuickLookSatellite,51370,22986752,running
com.apple.WebKit.WebContent,51376,181600256,running
com.apple.WebKit.WebContent,51377,28950528,stopped
mediaanalysisd,51382,26148864,running
com.apple.WebKit.WebContent,51435,75481088,running
IMDPersistenceAgent,51455,7012352,running
com.apple.WebKit.WebContent,51460,29540352,running
MTLCompilerService,51480,1867776,running
pbs,51481,2916352,running
com.apple.Safari.SandboxBroker,51482,17711104,running
XprotectService,51488,9306112,running
com.apple.appkit.xpc.openAndSavePanelService,51505,33013760,running
iconservicesagent,51506,4243456,running
QuickLookUIService,51508,18579456,running
fileproviderd,51509,13074432,running
com.apple.CloudDocs.MobileDocumentsFileProvider,51510,11894784,running
MTLCompilerService,51527,3981312,running
MTLCompilerService,51528,2162688,running
com.apple.WebKit.WebContent,51567,25575424,running
IMAutomaticHistoryDeletionAgent,52205,2932736,running
knowledge-agent,52929,20070400,running
IMTranscoderAgent,54069,5849088,running
ViewBridgeAuxiliary,54725,6012928,running
PowerChime,54868,6766592,running
storedownloadd,54898,2850816,running
DiskUnmountWatcher,58438,1277952,running
mbuseragent,71252,4980736,running
suggestd,71681,49184768,running
photolibraryd,72498,8241152,running
talagent,77658,4669440,running
com.apple.WebKit.WebContent,82810,5881856,running
com.apple.WebKit.Networking,82813,5652480,running
python,84762,131072,running
python3.9,84764,18952192,running
zsh,84823,163840,running
zsh,84824,163840,running
zsh,84825,163840,running
trustd,85226,10190848,running
Google Chrome Helper,85411,7782400,running
TV,86917,28442624,running
AMPLibraryAgent,86922,8716288,running
System Preferences,86985,7520256,running
studentd,86993,11894784,running
AccountProfileRemoteViewService,86998,7667712,running
AvatarPickerMemojiPicker,87002,12107776,running
com.apple.preferences.Bluetooth.remoteservice,87010,7323648,running
loginwindow,363,48840704,running
distnoted,513,4112384,running
cfprefsd,514,4096000,running
UserEventAgent,531,9601024,running
lsd,536,10174464,running
nsurlsessiond,540,14352384,running
usernoted,541,12697600,running
rapportd,543,11763712,running
lockoutagent,545,5226496,running
secd,548,11730944,running
backgroundtaskmanagementagent,551,3506176,running
sharedfilelistd,552,5849088,running
NotificationCenter,559,31014912,running
identityservicesd,563,17399808,running
itunescloudd,564,7602176,running
Microsoft Word,572,61784064,running
bird,575,13254656,running
coreauthd,584,7733248,running
sharingd,585,19644416,running
pboard,586,4915200,running
cloudd,589,28065792,running
Messages,597,44777472,running
Preview,600,67862528,running
Google Chrome,601,51625984,running
Microsoft PowerPoint,607,43532288,running
Music,608,0,stopped
Terminal,609,17596416,running
Xcode,611,29999104,running
Microsoft Excel,612,53608448,running
Mail,614,44040192,running
App Store,615,0,stopped
spindump_agent,616,1687552,running
Calendar,617,15286272,running
Notes,618,0,stopped
Dock,620,22757376,running
ControlCenter,621,37634048,running
SystemUIServer,623,9207808,running
Finder,624,40894464,running
Spotlight,627,11894784,running
fontd,628,4915200,running
com.apple.Safari.History,631,7274496,running
fontworker,632,2195456,running
CalendarAgent,633,15024128,running
AMPDeviceDiscoveryAgent,635,4030464,running
useractivityd,641,9388032,running
com.apple.dock.extra,645,10174464,running
commerce,650,6619136,running
familycircled,651,7847936,running
avconferenced,654,7389184,running
UIKitSystem,656,7602176,running
imagent,659,13320192,running
imklaunchagent,662,5062656,running
PasswordBreachAgent,664,5406720,running
WiFiAgent,666,14024704,running
corespotlightd,671,27033600,running
mdwrite,680,2605056,running
passd,682,5996544,running
PAH_Extension,687,8126464,running
icdd,696,3309568,running
mediaremoteagent,734,2260992,running
mdbulkimport,742,7766016,running
com.apple.WebKit.WebContent,751,6307840,running
com.apple.WebKit.Networking,753,5537792,running
com.apple.CoreSimulator.CoreSimulatorService,808,7094272,running
SimLaunchHost.arm64,810,376832,running
SimulatorTrampoline,812,5259264,running
corespeechd,818,5767168,running
AirPlayUIAgent,835,6995968,running
cloudpaird,837,9584640,running
diagnostics_agent,838,7045120,running
TextInputMenuAgent,839,9011200,running
ctkahp,843,3244032,running
com.apple.WebKit.WebContent,854,9535488,running
com.apple.WebKit.Networking,856,6209536,running
com.apple.dt.SKAgent,874,4145152,running
XCBBuildService,876,1572864,running
GPUToolsAgent,879,1490944,running
storeaccountd,1007,4390912,running
chrome_crashpad_handler,1181,1032192,running
Google Chrome Helper (GPU),1188,23707648,running
Google Chrome Helper,1190,13565952,running
Google Chrome Helper,1192,6569984,running
com.apple.speech.speechsynthesisd,1333,1064960,running
Microsoft Update Assistant,1649,12124160,running
callservicesd,2406,16990208,running
accountsd,5704,17268736,running
Teams,7262,55705600,running
chrome_crashpad_handler,7335,999424,running
Microsoft Teams Helper (GPU),7336,15761408,running
Microsoft Teams Helper,7338,18481152,running
Microsoft Teams Helper (Renderer),7341,9142272,running
Microsoft Teams Helper,7342,6422528,running
parsecd,14319,12943360,running
ControlCenterHelper,18017,10944512,running
CommCenter,19187,8306688,running
Safari,32911,116932608,running
com.apple.WebKit.Networking,32913,55181312,running
com.apple.WebKit.GPU,32972,47759360,running
OneDrive,34865,21004288,running
com.apple.Safari.SearchHelper,35180,7798784,running
Numbers,35276,31932416,running
tccd,38583,10715136,running
Microsoft Teams Helper (Renderer),39243,116736000,running
Microsoft Teams Helper (Renderer),39249,29786112,running
Microsoft Teams Helper (Renderer),39250,31719424,running
zsh,44488,704512,running
bash,44500,671744,running
python3.7,44502,7299072,running
python3.7,44513,4612096,running
python3.7,44583,4628480,running
com.apple.WebKit.WebContent,49014,18055168,running
contentlinkingd,49118,7847936,running
siriactionsd,49134,15073280,running
reversetemplated,49601,7962624,running
BiomeAgent,49776,4456448,running
containermanagerd,49779,7897088,running
AudioComponentRegistrar,49780,4145152,running
dmd,49800,8470528,running
akd,49829,12386304,running
SafariBookmarksSyncAgent,50037,15040512,running
ContextService,50420,7716864,running
zoom.us,50503,40427520,running
universalAccessAuthWarn,50508,14073856,running
caphost,50513,5935104,running
com.apple.SafariPlatformSupport.Helper,50516,17317888,running
com.apple.WebKit.WebContent,50517,13910016,running
translationd,50518,21823488,running
com.apple.WebKit.WebContent,50582,38699008,running
com.apple.WebKit.WebContent,50758,79003648,running
WiFiVelocityAgent,51058,3473408,running
com.apple.WebKit.WebContent,51096,24199168,running
zsh,51107,704512,running
bash,51117,671744,running
python3.7,51119,11108352,running
com.apple.WebKit.WebContent,51128,44515328,running
com.apple.WebKit.WebContent,51131,41353216,running
python3.7,51137,4755456,running
com.apple.WebKit.WebContent,51139,37650432,running
python3.7,51149,7720960,running
com.apple.hiservices-xpcservice,51160,3719168,running
python3.7,51165,10235904,running
syncdefaultsd,51172,13451264,running
cdpd,51177,4702208,running
vcxpc,51182,6406144,running
Siri,51188,17121280,running
swcd,51192,8011776,running
AppleSpell,51198,60243968,running
keyboardservicesd,51199,8634368,running
contactsd,51200,10797056,running
proactiveeventtrackerd,51201,3899392,running
SidecarRelay,51202,6717440,running
pkd,51205,12369920,running
com.apple.accessibility.mediaaccessibilityd,51206,2359296,running
UniversalControl,51207,19628032,running
Keychain Circle Notification,51208,16728064,running
StatusKitAgent,51209,8667136,running
AssetCacheLocatorService,51212,5963776,running
ContextStoreAgent,51217,15450112,running
ScreenTimeAgent,51218,17776640,running
secinitd,51219,5308416,running
sociallayerd,51226,17727488,running
ImageIOXPCService,51227,3964928,running
triald,51229,6864896,running
networkserviceproxy,51230,14893056,running
com.apple.WebKit.WebContent,51231,90013696,running
com.apple.geod,51233,11763712,running
neagent,51234,11763712,running
ctkd,51246,7290880,running
BTLEServerAgent,51255,4079616,running
assistantd,51256,24363008,running
SiriNCService,51257,17137664,running
com.apple.siri.embeddedspeech,51258,8519680,running
homed,51259,18366464,running
siriknowledged,51260,8962048,running
assistant_service,51266,21282816,running
csnameddatad,51268,2228224,running
com.apple.quicklook.ThumbnailsAgent,51274,14843904,running
CoreServicesUIAgent,51275,17842176,running
ScopedBookmarkAgent,51286,3391488,running
com.apple.WebKit.WebContent,51346,293470208,running
ReportCrash,51347,3751936,running
CategoriesService,51353,10993664,running
UsageTrackingAgent,51356,8781824,running
QuickLookSatellite,51370,22970368,running
com.apple.WebKit.WebContent,51376,76267520,running
com.apple.WebKit.WebContent,51377,27508736,stopped
mediaanalysisd,51382,16777216,running
com.apple.WebKit.WebContent,51435,42598400,running
IMDPersistenceAgent,51455,7913472,running
com.apple.WebKit.WebContent,51460,29081600,running
MTLCompilerService,51480,1867776,running
pbs,51481,2981888,running
com.apple.Safari.SandboxBroker,51482,21053440,running
XprotectService,51488,9306112,running
com.apple.appkit.xpc.openAndSavePanelService,51505,37814272,running
iconservicesagent,51506,4243456,running
QuickLookUIService,51508,21381120,running
fileproviderd,51509,13074432,running
com.apple.CloudDocs.MobileDocumentsFileProvider,51510,11878400,running
MTLCompilerService,51527,3981312,running
MTLCompilerService,51528,2162688,running
com.apple.WebKit.WebContent,51567,34586624,running
com.apple.WebKit.WebContent,51602,25034752,running
CalNCService,51613,17530880,running
com.apple.iCloudHelper,51614,6225920,running
routined,51658,31440896,running
CloudKeychainProxy,51659,10190848,running
followupd,51660,7340032,running
coreautha,51661,19824640,running
donotdisturbd,51662,25821184,running
TextInputSwitcher,51663,14106624,running
mdworker_shared,51665,21872640,running
IMAutomaticHistoryDeletionAgent,52205,2932736,running
knowledge-agent,52929,19349504,running
IMTranscoderAgent,54069,5849088,running
ViewBridgeAuxiliary,54725,6602752,running
PowerChime,54868,10223616,running
storedownloadd,54898,2850816,running
DiskUnmountWatcher,58438,1277952,running
mbuseragent,71252,4980736,running
suggestd,71681,47104000,running
photolibraryd,72498,12877824,running
talagent,77658,7077888,running
com.apple.WebKit.WebContent,82810,6160384,running
com.apple.WebKit.Networking,82813,5652480,running
python,84762,131072,running
python3.9,84764,19640320,running
zsh,84823,163840,running
zsh,84824,163840,running
zsh,84825,163840,running
trustd,85226,10108928,running
Google Chrome Helper,85411,7733248,running
TV,86917,108838912,running
AMPLibraryAgent,86922,8241152,running
System Preferences,86985,13090816,running
studentd,86993,14614528,running
AccountProfileRemoteViewService,86998,12713984,running
AvatarPickerMemojiPicker,87002,13090816,running
com.apple.preferences.Bluetooth.remoteservice,87010,12959744,running
loginwindow,363,44417024,running
distnoted,513,4030464,running
cfprefsd,514,3981312,running
UserEventAgent,531,8912896,running
lsd,536,11894784,running
nsurlsessiond,540,12910592,running
usernoted,541,13516800,running
rapportd,543,11583488,running
lockoutagent,545,5275648,running
secd,548,12271616,running
backgroundtaskmanagementagent,551,3604480,running
sharedfilelistd,552,7323648,running
NotificationCenter,559,27312128,running
identityservicesd,563,24199168,running
itunescloudd,564,7274496,running
Microsoft Word,572,37879808,running
bird,575,16269312,running
coreauthd,584,5816320,running
sharingd,585,24395776,running
pboard,586,5947392,running
cloudd,589,27803648,running
Messages,597,40648704,running
Preview,600,90112000,running
Google Chrome,601,57212928,running
Microsoft PowerPoint,607,35553280,running
Music,608,0,stopped
Terminal,609,12337152,running
Xcode,611,44482560,running
Microsoft Excel,612,50233344,running
Mail,614,64831488,running
App Store,615,0,stopped
spindump_agent,616,1687552,running
Calendar,617,24641536,running
Notes,618,0,stopped
Dock,620,21741568,running
ControlCenter,621,45105152,running
SystemUIServer,623,5701632,running
Finder,624,68943872,running
Spotlight,627,14024704,running
fontd,628,8749056,running
com.apple.Safari.History,631,16121856,running
fontworker,632,2195456,running
CalendarAgent,633,37945344,running
AMPDeviceDiscoveryAgent,635,3866624,running
useractivityd,641,11649024,running
com.apple.dock.extra,645,10665984,running
commerce,650,12304384,running
familycircled,651,7897088,running
avconferenced,654,10158080,running
UIKitSystem,656,5898240,running
imagent,659,18595840,running
imklaunchagent,662,5472256,running
PasswordBreachAgent,664,5406720,running
WiFiAgent,666,15941632,running
corespotlightd,671,34177024,running
mdwrite,680,3375104,running
passd,682,9388032,running
PAH_Extension,687,6094848,running
icdd,696,3309568,running
mediaremoteagent,734,2064384,running
mdbulkimport,742,7766016,running
com.apple.WebKit.WebContent,751,9502720,running
com.apple.WebKit.Networking,753,5783552,running
com.apple.CoreSimulator.CoreSimulatorService,808,6275072,running
SimLaunchHost.arm64,810,376832,running
SimulatorTrampoline,812,2572288,running
corespeechd,818,5275648,running
AirPlayUIAgent,835,4440064,running
cloudpaird,837,9977856,running
diagnostics_agent,838,7225344,running
TextInputMenuAgent,839,10584064,running
ctkahp,843,2228224,running
com.apple.WebKit.WebContent,854,22806528,running
com.apple.WebKit.Networking,856,6406144,running
com.apple.dt.SKAgent,874,7929856,running
XCBBuildService,876,2490368,running
GPUToolsAgent,879,1966080,running
storeaccountd,1007,4390912,running
chrome_crashpad_handler,1181,1032192,running
Google Chrome Helper (GPU),1188,26034176,running
Google Chrome Helper,1190,15204352,running
Google Chrome Helper,1192,7159808,running
com.apple.speech.speechsynthesisd,1333,1064960,running
Microsoft Update Assistant,1649,35225600,running
callservicesd,2406,16138240,running
accountsd,5704,20316160,running
Teams,7262,57409536,running
chrome_crashpad_handler,7335,999424,running
Microsoft Teams Helper (GPU),7336,23085056,running
Microsoft Teams Helper,7338,22528000,running
Microsoft Teams Helper (Renderer),7341,10141696,running
Microsoft Teams Helper,7342,6995968,running
parsecd,14319,12845056,running
ControlCenterHelper,18017,11059200,running
CommCenter,19187,9109504,running
Safari,32911,123666432,running
com.apple.WebKit.Networking,32913,59179008,running
com.apple.WebKit.GPU,32972,38256640,running
OneDrive,34865,25051136,running
com.apple.Safari.SearchHelper,35180,7782400,running
Numbers,35276,18743296,running
tccd,38583,11075584,running
Microsoft Teams Helper (Renderer),39243,94420992,running
Microsoft Teams Helper (Renderer),39249,41385984,running
Microsoft Teams Helper (Renderer),39250,26804224,running
zsh,44488,704512,running
bash,44500,671744,running
python3.7,44502,7299072,running
python3.7,44513,5287936,running
python3.7,44583,5337088,running
com.apple.WebKit.WebContent,49014,37617664,running
contentlinkingd,49118,6602752,running
BiomeAgent,49776,4292608,running
containermanagerd,49779,6897664,running
akd,49829,11927552,running
SafariBookmarksSyncAgent,50037,13631488,running
zoom.us,50503,36155392,running
universalAccessAuthWarn,50508,11223040,running
caphost,50513,6471680,running
com.apple.SafariPlatformSupport.Helper,50516,18530304,running
com.apple.WebKit.WebContent,50517,22380544,running
com.apple.WebKit.WebContent,50582,224690176,running
com.apple.WebKit.WebContent,50758,130187264,running
com.apple.WebKit.WebContent,51096,27099136,running
zsh,51107,704512,running
bash,51117,671744,running
python3.7,51119,11165696,running
com.apple.WebKit.WebContent,51128,72138752,running
com.apple.WebKit.WebContent,51131,60981248,running
python3.7,51137,5017600,running
com.apple.WebKit.WebContent,51139,52248576,running
python3.7,51149,14192640,running
python3.7,51165,13750272,running
Siri,51188,14893056,running
AppleSpell,51198,69468160,running
SidecarRelay,51202,7389184,running
UniversalControl,51207,18268160,running
AssetCacheLocatorService,51212,5947392,running
ContextStoreAgent,51217,16121856,running
com.apple.WebKit.WebContent,51231,215547904,running
neagent,51234,11059200,running
assistantd,51256,24969216,running
SiriNCService,51257,16154624,running
homed,51259,19365888,running
com.apple.WebKit.WebContent,51346,237879296,running
UsageTrackingAgent,51356,8798208,running
com.apple.WebKit.WebContent,51376,119635968,running
com.apple.WebKit.WebContent,51435,56885248,running
IMDPersistenceAgent,51455,13991936,running
com.apple.WebKit.WebContent,51567,41975808,running
com.apple.iCloudHelper,51614,6635520,running
vcxpc,51707,14237696,running
fmfd,51718,18513920,running
com.apple.geod,51721,13615104,running
remindd,51737,26361856,running
biomesyncd,51743,4112384,running
proactiveeventtrackerd,51747,4571136,running
StatusKitAgent,51753,9109504,running
Keychain Circle Notification,51757,19759104,running
cdpd,51758,5062656,running
keyboardservicesd,51762,12582912,running
IDSBlastDoorService,51776,9846784,running
IMAutomaticHistoryDeletionAgent,52205,2932736,running
knowledge-agent,52929,18087936,running
IMTranscoderAgent,54069,5849088,running
ViewBridgeAuxiliary,54725,6586368,running
PowerChime,54868,8699904,running
storedownloadd,54898,2850816,running
DiskUnmountWatcher,58438,1277952,running
mbuseragent,71252,7192576,running
suggestd,71681,75530240,running
photolibraryd,72498,8519680,running
talagent,77658,4734976,running
com.apple.WebKit.WebContent,82810,9076736,running
com.apple.WebKit.Networking,82813,5750784,running
python,84762,131072,running
python3.9,84764,18554880,running
zsh,84823,163840,running
zsh,84824,163840,running
zsh,84825,163840,running
trustd,85226,10141696,running
Google Chrome Helper,85411,7946240,running
TV,86917,31801344,running
AMPLibraryAgent,86922,9043968,running
System Preferences,86985,20365312,running
studentd,86993,17203200,running
AccountProfileRemoteViewService,86998,16695296,running
AvatarPickerMemojiPicker,87002,18055168,running
com.apple.preferences.Bluetooth.remoteservice,87010,18219008,running
loginwindow,363,17121280,running
distnoted,513,3670016,running
cfprefsd,514,3555328,running
UserEventAgent,531,6094848,running
lsd,536,7471104,running
nsurlsessiond,540,9977856,running
usernoted,541,9240576,running
rapportd,543,9748480,running
lockoutagent,545,5210112,running
secd,548,11698176,running
backgroundtaskmanagementagent,551,3506176,running
sharedfilelistd,552,5750784,running
NotificationCenter,559,18038784,running
identityservicesd,563,17317888,running
itunescloudd,564,7241728,running
Microsoft Word,572,41697280,running
bird,575,7979008,running
coreauthd,584,5472256,running
sharingd,585,21053440,running
pboard,586,7045120,running
cloudd,589,27918336,running
Messages,597,33243136,running
Preview,600,39993344,running
Google Chrome,601,66371584,running
Microsoft PowerPoint,607,36536320,running
Music,608,0,stopped
Terminal,609,12320768,running
Xcode,611,27197440,running
Microsoft Excel,612,59899904,running
Mail,614,18448384,running
App Store,615,0,stopped
spindump_agent,616,1687552,running
Calendar,617,11452416,running
Notes,618,0,stopped
Dock,620,17498112,running
ControlCenter,621,40370176,running
SystemUIServer,623,5636096,running
Finder,624,38567936,running
Spotlight,627,6979584,running
fontd,628,8192000,running
com.apple.Safari.History,631,11649024,running
fontworker,632,2195456,running
CalendarAgent,633,19103744,running
AMPDeviceDiscoveryAgent,635,2998272,running
useractivityd,641,10436608,running
com.apple.dock.extra,645,6619136,running
commerce,650,6815744,running
familycircled,651,7127040,running
avconferenced,654,5586944,running
UIKitSystem,656,5750784,running
imagent,659,13156352,running
imklaunchagent,662,5570560,running
PasswordBreachAgent,664,5439488,running
WiFiAgent,666,5193728,running
corespotlightd,671,25264128,running
mdwrite,680,2605056,running
passd,682,5324800,running
PAH_Extension,687,7880704,running
icdd,696,3309568,running
mediaremoteagent,734,3014656,running
mdbulkimport,742,7766016,running
com.apple.WebKit.WebContent,751,6897664,running
com.apple.WebKit.Networking,753,5619712,running
com.apple.CoreSimulator.CoreSimulatorService,808,2850816,running
SimLaunchHost.arm64,810,376832,running
SimulatorTrampoline,812,2539520,running
corespeechd,818,4096000,running
AirPlayUIAgent,835,4112384,running
cloudpaird,837,9551872,running
diagnostics_agent,838,4898816,running
TextInputMenuAgent,839,8634368,running
ctkahp,843,2228224,running
com.apple.WebKit.WebContent,854,9420800,running
com.apple.WebKit.Networking,856,6340608,running
com.apple.dt.SKAgent,874,4161536,running
XCBBuildService,876,1572864,running
GPUToolsAgent,879,1490944,running
storeaccountd,1007,4390912,running
chrome_crashpad_handler,1181,1933312,running
Google Chrome Helper (GPU),1188,25165824,running
Google Chrome Helper,1190,28426240,running
Google Chrome Helper,1192,6750208,running
com.apple.speech.speechsynthesisd,1333,1097728,running
Microsoft Update Assistant,1649,3670016,running
callservicesd,2406,12926976,running
accountsd,5704,11255808,running
Teams,7262,54673408,running
chrome_crashpad_handler,7335,966656,running
Microsoft Teams Helper (GPU),7336,15056896,running
Microsoft Teams Helper,7338,17530880,running
Microsoft Teams Helper (Renderer),7341,9961472,running
Microsoft Teams Helper,7342,7815168,running
parsecd,14319,13402112,running
ControlCenterHelper,18017,6324224,running
CommCenter,19187,9732096,running
Safari,32911,121896960,running
com.apple.WebKit.Networking,32913,62128128,running
com.apple.WebKit.GPU,32972,50790400,running
OneDrive,34865,17399808,running
com.apple.Safari.SearchHelper,35180,7733248,running
Numbers,35276,18251776,running
tccd,38583,10813440,running
Microsoft Teams Helper (Renderer),39243,90914816,running
Microsoft Teams Helper (Renderer),39249,41222144,running
Microsoft Teams Helper (Renderer),39250,27230208,running
zsh,44488,704512,running
bash,44500,671744,running
python3.7,44502,7299072,running
python3.7,44513,4620288,running
python3.7,44583,4644864,running
com.apple.WebKit.WebContent,49014,15220736,running
contentlinkingd,49118,7454720,running
BiomeAgent,49776,3260416,running
containermanagerd,49779,5439488,running
akd,49829,11255808,running
SafariBookmarksSyncAgent,50037,15007744,running
zoom.us,50503,47292416,running
universalAccessAuthWarn,50508,11190272,running
caphost,50513,4907008,running
com.apple.SafariPlatformSupport.Helper,50516,13893632,running
com.apple.WebKit.WebContent,50517,13008896,running
com.apple.WebKit.WebContent,50582,263618560,running
com.apple.WebKit.WebContent,50758,157564928,running
com.apple.WebKit.WebContent,51096,23248896,running
zsh,51107,704512,running
bash,51117,671744,running
python3.7,51119,11264000,running
com.apple.WebKit.WebContent,51128,71385088,running
com.apple.WebKit.WebContent,51131,43057152,running
python3.7,51137,4755456,running
com.apple.WebKit.WebContent,51139,37601280,running
python3.7,51149,7864320,running
python3.7,51165,10485760,running
Siri,51188,17760256,running
AppleSpell,51198,107053056,running
SidecarRelay,51202,5177344,running
UniversalControl,51207,18169856,running
AssetCacheLocatorService,51212,6127616,running
ContextStoreAgent,51217,12976128,running
com.apple.WebKit.WebContent,51231,228294656,running
neagent,51234,11124736,running
assistantd,51256,25591808,running
SiriNCService,51257,16269312,running
homed,51259,18202624,running
com.apple.WebKit.WebContent,51346,347308032,running
UsageTrackingAgent,51356,8732672,running
com.apple.WebKit.WebContent,51376,46104576,running
com.apple.WebKit.WebContent,51435,77185024,running
IMDPersistenceAgent,51455,11239424,running
com.apple.WebKit.WebContent,51567,32342016,running
com.apple.iCloudHelper,51614,6389760,running
vcxpc,51707,11845632,running
fmfd,51718,16154624,running
com.apple.geod,51721,12255232,running
remindd,51737,22102016,running
biomesyncd,51743,4014080,running
proactiveeventtrackerd,51747,4227072,running
StatusKitAgent,51753,10076160,running
Keychain Circle Notification,51757,18432000,running
cdpd,51758,4997120,running
keyboardservicesd,51762,10321920,running
IDSBlastDoorService,51776,4898816,running
com.apple.quicklook.ThumbnailsAgent,51777,14761984,running
pkd,51778,11141120,running
QuickLookSatellite,51779,24363008,running
ReportCrash,51780,3932160,running
CoreServicesUIAgent,51783,13172736,running
CloudKeychainProxy,51802,8536064,running
routined,51803,20561920,running
followupd,51804,5767168,running
coreautha,51808,13303808,running
secinitd,51810,3489792,running
syncdefaultsd,51811,11403264,running
donotdisturbd,51812,18923520,running
AudioComponentRegistrar,51813,4308992,running
TextInputSwitcher,51814,16072704,running
CarbonComponentScannerXPC,51815,1249280,running
contactsd,51816,8585216,running
CalNCService,51824,18153472,running
WiFiVelocityAgent,51827,3833856,running
com.apple.hiservices-xpcservice,51831,4014080,running
pbs,51851,2998272,running
translationd,51862,19365888,running
com.apple.WebKit.WebContent,51863,26902528,running
com.apple.accessibility.mediaaccessibilityd,51864,2768896,running
ContextService,51866,19431424,running
mdworker_shared,51894,10076160,running
IMAutomaticHistoryDeletionAgent,52205,2932736,running
knowledge-agent,52929,16007168,running
IMTranscoderAgent,54069,5849088,running
ViewBridgeAuxiliary,54725,5750784,running
PowerChime,54868,6946816,running
storedownloadd,54898,2850816,running
DiskUnmountWatcher,58438,1277952,running
mbuseragent,71252,4980736,running
suggestd,71681,73891840,running
photolibraryd,72498,8519680,running
talagent,77658,4702208,running
com.apple.WebKit.WebContent,82810,5881856,running
com.apple.WebKit.Networking,82813,5750784,running
python,84762,131072,running
python3.9,84764,18538496,running
zsh,84823,163840,running
zsh,84824,163840,running
zsh,84825,163840,running
trustd,85226,8404992,running
Google Chrome Helper,85411,7831552,running
TV,86917,37273600,running
AMPLibraryAgent,86922,9011200,running
System Preferences,86985,7585792,running
studentd,86993,9814016,running
AccountProfileRemoteViewService,86998,8077312,running
AvatarPickerMemojiPicker,87002,13139968,running
com.apple.preferences.Bluetooth.remoteservice,87010,7471104,running
loginwindow,363,31571968,running
distnoted,513,3981312,running
cfprefsd,514,3997696,running
UserEventAgent,531,7766016,running
lsd,536,10584064,running
nsurlsessiond,540,13271040,running
usernoted,541,12910592,running
rapportd,543,11337728,running
lockoutagent,545,5177344,running
secd,548,11419648,running
backgroundtaskmanagementagent,551,3538944,running
sharedfilelistd,552,5963776,running
NotificationCenter,559,19038208,running
identityservicesd,563,19562496,running
itunescloudd,564,7143424,running
Microsoft Word,572,219267072,running
bird,575,10256384,running
coreauthd,584,7553024,running
sharingd,585,19939328,running
pboard,586,6455296,running
cloudd,589,30425088,running
Messages,597,43958272,running
Preview,600,50249728,running
Google Chrome,601,62013440,running
Microsoft PowerPoint,607,32686080,running
Music,608,0,stopped
Terminal,609,28835840,running
Xcode,611,22757376,running
Microsoft Excel,612,144916480,running
Mail,614,28000256,running
App Store,615,0,stopped
spindump_agent,616,1687552,running
Calendar,617,13647872,running
Notes,618,0,stopped
Dock,620,24035328,running
ControlCenter,621,36159488,running
SystemUIServer,623,6324224,running
Finder,624,66387968,running
Spotlight,627,11976704,running
fontd,628,7651328,running
com.apple.Safari.History,631,9732096,running
fontworker,632,2195456,running
CalendarAgent,633,27967488,running
AMPDeviceDiscoveryAgent,635,3063808,running
useractivityd,641,10272768,running
com.apple.dock.extra,645,7585792,running
commerce,650,6733824,running
familycircled,651,7061504,running
avconferenced,654,9519104,running
UIKitSystem,656,8241152,running
imagent,659,13844480,running
imklaunchagent,662,5570560,running
PasswordBreachAgent,664,5390336,running
WiFiAgent,666,11124736,running
corespotlightd,671,27983872,running
mdwrite,680,2621440,running
passd,682,5308416,running
PAH_Extension,687,8388608,running
icdd,696,3309568,running
mediaremoteagent,734,3096576,running
mdbulkimport,742,7782400,running
com.apple.WebKit.WebContent,751,6553600,running
com.apple.WebKit.Networking,753,5619712,running
com.apple.CoreSimulator.CoreSimulatorService,808,6209536,running
SimLaunchHost.arm64,810,393216,running
SimulatorTrampoline,812,4898816,running
corespeechd,818,5636096,running
AirPlayUIAgent,835,4816896,running
cloudpaird,837,9846784,running
diagnostics_agent,838,6651904,running
TextInputMenuAgent,839,8683520,running
ctkahp,843,2228224,running
com.apple.WebKit.WebContent,854,8142848,running
com.apple.WebKit.Networking,856,6340608,running
com.apple.dt.SKAgent,874,3948544,running
XCBBuildService,876,802816,running
GPUToolsAgent,879,1490944,running
storeaccountd,1007,4390912,running
chrome_crashpad_handler,1181,1081344,running
Google Chrome Helper (GPU),1188,23773184,running
Google Chrome Helper,1190,24150016,running
Google Chrome Helper,1192,6275072,running
com.apple.speech.speechsynthesisd,1333,1114112,running
Microsoft Update Assistant,1649,7438336,running
